i,j,x_m,y_m,temperature_K
29,10,0.184375,0.105000,337.874176
30,10,0.190625,0.105000,337.124163
31,10,0.196875,0.105000,336.374151
32,10,0.203125,0.105000,335.624141
33,10,0.209375,0.105000,334.874132
34,10,0.215625,0.105000,334.124124
35,10,0.221875,0.105000,333.374118
36,10,0.228125,0.105000,332.624113
37,10,0.234375,0.105000,331.874109
38,10,0.240625,0.105000,331.124107
39,10,0.246875,0.105000,330.374106
40,10,0.253125,0.105000,329.624106
41,10,0.259375,0.105000,328.874108
42,10,0.265625,0.105000,328.124112
43,10,0.271875,0.105000,327.374116
44,10,0.278125,0.105000,326.624122
45,10,0.284375,0.105000,325.874130
46,10,0.290625,0.105000,325.124138
47,10,0.296875,0.105000,324.374148
48,10,0.303125,0.105000,323.624159
49,10,0.309375,0.105000,322.874172
50,10,0.315625,0.105000,322.124186
51,10,0.321875,0.105000,321.374201
52,10,0.328125,0.105000,320.624217
53,10,0.334375,0.105000,319.874235
54,10,0.340625,0.105000,319.124253
55,10,0.346875,0.105000,318.374273
56,10,0.353125,0.105000,317.624294
57,10,0.359375,0.105000,316.874316
58,10,0.365625,0.105000,316.124339
59,10,0.371875,0.105000,315.374363
60,10,0.378125,0.105000,314.624387
61,10,0.384375,0.105000,313.874413
62,10,0.390625,0.105000,313.124440
63,10,0.396875,0.105000,312.374467
64,10,0.403125,0.105000,311.624496
65,10,0.409375,0.105000,310.874525
66,10,0.415625,0.105000,310.124555
67,10,0.421875,0.105000,309.374585
68,10,0.428125,0.105000,308.624616
69,10,0.434375,0.105000,307.874648
70,10,0.440625,0.105000,307.124680
71,10,0.446875,0.105000,306.374712
72,10,0.453125,0.105000,305.624745
73,10,0.459375,0.105000,304.874778
74,10,0.465625,0.105000,304.124812
75,10,0.471875,0.105000,303.374846
76,10,0.478125,0.105000,302.624880
77,10,0.484375,0.105000,301.874914
78,10,0.490625,0.105000,301.124948
79,10,0.496875,0.105000,300.374983
0,11,0.003125,0.115000,359.624982
1,11,0.009375,0.115000,358.874946
2,11,0.015625,0.115000,358.124911
3,11,0.021875,0.115000,357.374875
4,11,0.028125,0.115000,356.624840
5,11,0.034375,0.115000,355.874805
6,11,0.040625,0.115000,355.124770
7,11,0.046875,0.115000,354.374736
8,11,0.053125,0.115000,353.624702
9,11,0.059375,0.115000,352.874669
10,11,0.065625,0.115000,352.124636
11,11,0.071875,0.115000,351.374604
12,11,0.078125,0.115000,350.624572
13,11,0.084375,0.115000,349.874541
14,11,0.090625,0.115000,349.124511
15,11,0.096875,0.115000,348.374482
16,11,0.103125,0.115000,347.624453
17,11,0.109375,0.115000,346.874426
18,11,0.115625,0.115000,346.124399
19,11,0.121875,0.115000,345.374373
20,11,0.128125,0.115000,344.624349
21,11,0.134375,0.115000,343.874325
22,11,0.140625,0.115000,343.124302
23,11,0.146875,0.115000,342.374281
24,11,0.153125,0.115000,341.624260
25,11,0.159375,0.115000,340.874241
26,11,0.165625,0.115000,340.124223
27,11,0.171875,0.115000,339.374206
28,11,0.178125,0.115000,338.624191
29,11,0.184375,0.115000,337.874176
30,11,0.190625,0.115000,337.124163
31,11,0.196875,0.115000,336.374152
32,11,0.203125,0.115000,335.624141
33,11,0.209375,0.115000,334.874132
34,11,0.215625,0.115000,334.124124
35,11,0.221875,0.115000,333.374118
36,11,0.228125,0.115000,332.624113
37,11,0.234375,0.115000,331.874109
38,11,0.240625,0.115000,331.124107
39,11,0.246875,0.115000,330.374106
40,11,0.253125,0.115000,329.624107
41,11,0.259375,0.115000,328.874109
42,11,0.265625,0.115000,328.124112
43,11,0.271875,0.115000,327.374116
44,11,0.278125,0.115000,326.624122
45,11,0.284375,0.115000,325.874130
46,11,0.290625,0.115000,325.124138
47,11,0.296875,0.115000,324.374148
48,11,0.303125,0.115000,323.624160
49,11,0.309375,0.115000,322.874172
50,11,0.315625,0.115000,322.124186
51,11,0.321875,0.115000,321.374201
52,11,0.328125,0.115000,320.624217
53,11,0.334375,0.115000,319.874235
54,11,0.340625,0.115000,319.124253
55,11,0.346875,0.115000,318.374273
56,11,0.353125,0.115000,317.624294
57,11,0.359375,0.115000,316.874316
58,11,0.365625,0.115000,316.124339
59,11,0.371875,0.115000,315.374363
60,11,0.378125,0.115000,314.624388
61,11,0.384375,0.115000,313.874413
62,11,0.390625,0.115000,313.124440
63,11,0.396875,0.115000,312.374468
64,11,0.403125,0.115000,311.624496
65,11,0.409375,0.115000,310.874525
66,11,0.415625,0.115000,310.124555
67,11,0.421875,0.115000,309.374585
68,11,0.428125,0.115000,308.624616
69,11,0.434375,0.115000,307.874648
70,11,0.440625,0.115000,307.124680
71,11,0.446875,0.115000,306.374712
72,11,0.453125,0.115000,305.624745
73,11,0.459375,0.115000,304.874779
74,11,0.465625,0.115000,304.124812
75,11,0.471875,0.115000,303.374846
76,11,0.478125,0.115000,302.624880
77,11,0.484375,0.115000,301.874914
78,11,0.490625,0.115000,301.124948
79,11,0.496875,0.115000,300.374983
0,12,0.003125,0.125000,359.624982
1,12,0.009375,0.125000,358.874946
2,12,0.015625,0.125000,358.124911
3,12,0.021875,0.125000,357.374875
4,12,0.028125,0.125000,356.624840
5,12,0.034375,0.125000,355.874805
6,12,0.040625,0.125000,355.124770
7,12,0.046875,0.125000,354.374736
8,12,0.053125,0.125000,353.624702
9,12,0.059375,0.125000,352.874669
10,12,0.065625,0.125000,352.124636
11,12,0.071875,0.125000,351.374604
12,12,0.078125,0.125000,350.624572
13,12,0.084375,0.125000,349.874541
14,12,0.090625,0.125000,349.124511
15,12,0.096875,0.125000,348.374482
16,12,0.103125,0.125000,347.624454
17,12,0.109375,0.125000,346.874426
18,12,0.115625,0.125000,346.124399
19,12,0.121875,0.125000,345.374374
20,12,0.128125,0.125000,344.624349
21,12,0.134375,0.125000,343.874325
22,12,0.140625,0.125000,343.124303
23,12,0.146875,0.125000,342.374281
24,12,0.153125,0.125000,341.624261
25,12,0.159375,0.125000,340.874241
26,12,0.165625,0.125000,340.124223
27,12,0.171875,0.125000,339.374207
28,12,0.178125,0.125000,338.624191
29,12,0.184375,0.125000,337.874177
30,12,0.190625,0.125000,337.124164
31,12,0.196875,0.125000,336.374152
32,12,0.203125,0.125000,335.624141
33,12,0.209375,0.125000,334.874132
34,12,0.215625,0.125000,334.124125
35,12,0.221875,0.125000,333.374118
36,12,0.228125,0.125000,332.624113
37,12,0.234375,0.125000,331.874110
38,12,0.240625,0.125000,331.124107
39,12,0.246875,0.125000,330.374106
40,12,0.253125,0.125000,329.624107
41,12,0.259375,0.125000,328.874109
42,12,0.265625,0.125000,328.124112
43,12,0.271875,0.125000,327.374117
44,12,0.278125,0.125000,326.624123
45,12,0.284375,0.125000,325.874130
46,12,0.290625,0.125000,325.124139
47,12,0.296875,0.125000,324.374149
48,12,0.303125,0.125000,323.624160
49,12,0.309375,0.125000,322.874172
50,12,0.315625,0.125000,322.124186
51,12,0.321875,0.125000,321.374201
52,12,0.328125,0.125000,320.624217
53,12,0.334375,0.125000,319.874235
54,12,0.340625,0.125000,319.124254
55,12,0.346875,0.125000,318.374273
56,12,0.353125,0.125000,317.624294
57,12,0.359375,0.125000,316.874316
58,12,0.365625,0.125000,316.124339
59,12,0.371875,0.125000,315.374363
60,12,0.378125,0.125000,314.624388
61,12,0.384375,0.125000,313.874414
62,12,0.390625,0.125000,313.124440
63,12,0.396875,0.125000,312.374468
64,12,0.403125,0.125000,311.624496
65,12,0.409375,0.125000,310.874525
66,12,0.415625,0.125000,310.124555
67,12,0.421875,0.125000,309.374585
68,12,0.428125,0.125000,308.624616
69,12,0.434375,0.125000,307.874648
70,12,0.440625,0.125000,307.124680
71,12,0.446875,0.125000,306.374712
72,12,0.453125,0.125000,305.624745
73,12,0.459375,0.125000,304.874779
74,12,0.465625,0.125000,304.124812
75,12,0.471875,0.125000,303.374846
76,12,0.478125,0.125000,302.624880
77,12,0.484375,0.125000,301.874914
78,12,0.490625,0.125000,301.124949
79,12,0.496875,0.125000,300.374983
0,13,0.003125,0.135000,359.624982
1,13,0.009375,0.135000,358.874946
2,13,0.015625,0.135000,358.124911
3,13,0.021875,0.135000,357.374875
4,13,0.028125,0.135000,356.624840
5,13,0.034375,0.135000,355.874805
6,13,0.040625,0.135000,355.124770
7,13,0.046875,0.135000,354.374736
8,13,0.053125,0.135000,353.624702
9,13,0.059375,0.135000,352.874669
10,13,0.065625,0.135000,352.124636
11,13,0.071875,0.135000,351.374604
12,13,0.078125,0.135000,350.624572
13,13,0.084375,0.135000,349.874542
14,13,0.090625,0.135000,349.124512
15,13,0.096875,0.135000,348.374482
16,13,0.103125,0.135000,347.624454
17,13,0.109375,0.135000,346.874426
18,13,0.115625,0.135000,346.124400
19,13,0.121875,0.135000,345.374374
20,13,0.128125,0.135000,344.624349
21,13,0.134375,0.135000,343.874325
22,13,0.140625,0.135000,343.124303
23,13,0.146875,0.135000,342.374281
24,13,0.153125,0.135000,341.624261
25,13,0.159375,0.135000,340.874242
26,13,0.165625,0.135000,340.124224
27,13,0.171875,0.135000,339.374207
28,13,0.178125,0.135000,338.624191
29,13,0.184375,0.135000,337.874177
30,13,0.190625,0.135000,337.124164
31,13,0.196875,0.135000,336.374152
32,13,0.203125,0.135000,335.624142
33,13,0.209375,0.135000,334.874133
34,13,0.215625,0.135000,334.124125
35,13,0.221875,0.135000,333.374118
36,13,0.228125,0.135000,332.624113
37,13,0.234375,0.135000,331.874110
38,13,0.240625,0.135000,331.124108
39,13,0.246875,0.135000,330.374107
40,13,0.253125,0.135000,329.624107
41,13,0.259375,0.135000,328.874109
42,13,0.265625,0.135000,328.124112
43,13,0.271875,0.135000,327.374117
44,13,0.278125,0.135000,326.624123
45,13,0.284375,0.135000,325.874130
46,13,0.290625,0.135000,325.124139
47,13,0.296875,0.135000,324.374149
48,13,0.303125,0.135000,323.624160
49,13,0.309375,0.135000,322.874173
50,13,0.315625,0.135000,322.124186
51,13,0.321875,0.135000,321.374201
52,13,0.328125,0.135000,320.624218
53,13,0.334375,0.135000,319.874235
54,13,0.340625,0.135000,319.124254
55,13,0.346875,0.135000,318.374274
56,13,0.353125,0.135000,317.624294
57,13,0.359375,0.135000,316.874316
58,13,0.365625,0.135000,316.124339
59,13,0.371875,0.135000,315.374363
60,13,0.378125,0.135000,314.624388
61,13,0.384375,0.135000,313.874414
62,13,0.390625,0.135000,313.124440
63,13,0.396875,0.135000,312.374468
64,13,0.403125,0.135000,311.624496
65,13,0.409375,0.135000,310.874525
66,13,0.415625,0.135000,310.124555
67,13,0.421875,0.135000,309.374585
68,13,0.428125,0.135000,308.624616
69,13,0.434375,0.135000,307.874648
70,13,0.440625,0.135000,307.124680
71,13,0.446875,0.135000,306.374712
72,13,0.453125,0.135000,305.624745
73,13,0.459375,0.135000,304.874779
74,13,0.465625,0.135000,304.124812
75,13,0.471875,0.135000,303.374846
76,13,0.478125,0.135000,302.624880
77,13,0.484375,0.135000,301.874914
78,13,0.490625,0.135000,301.124949
79,13,0.496875,0.135000,300.374983
0,14,0.003125,0.145000,359.624982
1,14,0.009375,0.145000,358.874946
2,14,0.015625,0.145000,358.124911
3,14,0.021875,0.145000,357.374875
4,14,0.028125,0.145000,356.624840
5,14,0.034375,0.145000,355.874805
6,14,0.040625,0.145000,355.124770
7,14,0.046875,0.145000,354.374736
8,14,0.053125,0.145000,353.624702
9,14,0.059375,0.145000,352.874669
10,14,0.065625,0.145000,352.124636
11,14,0.071875,0.145000,351.374604
12,14,0.078125,0.145000,350.624573
13,14,0.084375,0.145000,349.874542
14,14,0.090625,0.145000,349.124512
15,14,0.096875,0.145000,348.374482
16,14,0.103125,0.145000,347.624454
17,14,0.109375,0.145000,346.874426
18,14,0.115625,0.145000,346.124400
19,14,0.121875,0.145000,345.374374
20,14,0.128125,0.145000,344.624349
21,14,0.134375,0.145000,343.874326
22,14,0.140625,0.145000,343.124303
23,14,0.146875,0.145000,342.374281
24,14,0.153125,0.145000,341.624261
25,14,0.159375,0.145000,340.874242
26,14,0.165625,0.145000,340.124224
27,14,0.171875,0.145000,339.374207
28,14,0.178125,0.145000,338.624191
29,14,0.184375,0.145000,337.874177
30,14,0.190625,0.145000,337.124164
31,14,0.196875,0.145000,336.374152
32,14,0.203125,0.145000,335.624142
33,14,0.209375,0.145000,334.874133
34,14,0.215625,0.145000,334.124125
35,14,0.221875,0.145000,333.374119
36,14,0.228125,0.145000,332.624114
37,14,0.234375,0.145000,331.874110
38,14,0.240625,0.145000,331.124108
39,14,0.246875,0.145000,330.374107
40,14,0.253125,0.145000,329.624107
41,14,0.259375,0.145000,328.874109
42,14,0.265625,0.145000,328.124113
43,14,0.271875,0.145000,327.374117
44,14,0.278125,0.145000,326.624123
45,14,0.284375,0.145000,325.874130
46,14,0.290625,0.145000,325.124139
47,14,0.296875,0.145000,324.374149
48,14,0.303125,0.145000,323.624160
49,14,0.309375,0.145000,322.874173
50,14,0.315625,0.145000,322.124187
51,14,0.321875,0.145000,321.374202
52,14,0.328125,0.145000,320.624218
53,14,0.334375,0.145000,319.874235
54,14,0.340625,0.145000,319.124254
55,14,0.346875,0.145000,318.374274
56,14,0.353125,0.145000,317.624295
57,14,0.359375,0.145000,316.874316
58,14,0.365625,0.145000,316.124339
59,14,0.371875,0.145000,315.374363
60,14,0.378125,0.145000,314.624388
61,14,0.384375,0.145000,313.874414
62,14,0.390625,0.145000,313.124441
63,14,0.396875,0.145000,312.374468
64,14,0.403125,0.145000,311.624496
65,14,0.409375,0.145000,310.874525
66,14,0.415625,0.145000,310.124555
67,14,0.421875,0.145000,309.374585
68,14,0.428125,0.145000,308.624616
69,14,0.434375,0.145000,307.874648
70,14,0.440625,0.145000,307.124680
71,14,0.446875,0.145000,306.374713
72,14,0.453125,0.145000,305.624745
73,14,0.459375,0.145000,304.874779
74,14,0.465625,0.145000,304.124812
75,14,0.471875,0.145000,303.374846
76,14,0.478125,0.145000,302.624880
77,14,0.484375,0.145000,301.874914
78,14,0.490625,0.145000,301.124949
79,14,0.496875,0.145000,300.374983
0,15,0.003125,0.155000,359.624982
1,15,0.009375,0.155000,358.874946
2,15,0.015625,0.155000,358.124911
3,15,0.021875,0.155000,357.374875
4,15,0.028125,0.155000,356.624840
5,15,0.034375,0.155000,355.874805
6,15,0.040625,0.155000,355.124770
7,15,0.046875,0.155000,354.374736
8,15,0.053125,0.155000,353.624702
9,15,0.059375,0.155000,352.874669
10,15,0.065625,0.155000,352.124636
11,15,0.071875,0.155000,351.374604
12,15,0.078125,0.155000,350.624573
13,15,0.084375,0.155000,349.874542
14,15,0.090625,0.155000,349.124512
15,15,0.096875,0.155000,348.374483
16,15,0.103125,0.155000,347.624454
17,15,0.109375,0.155000,346.874427
18,15,0.115625,0.155000,346.124400
19,15,0.121875,0.155000,345.374374
20,15,0.128125,0.155000,344.624349
21,15,0.134375,0.155000,343.874326
22,15,0.140625,0.155000,343.124303
23,15,0.146875,0.155000,342.374282
24,15,0.153125,0.155000,341.624261
25,15,0.159375,0.155000,340.874242
26,15,0.165625,0.155000,340.124224
27,15,0.171875,0.155000,339.374207
28,15,0.178125,0.155000,338.624192
29,15,0.184375,0.155000,337.874177
30,15,0.190625,0.155000,337.124164
31,15,0.196875,0.155000,336.374153
32,15,0.203125,0.155000,335.624142
33,15,0.209375,0.155000,334.874133
34,15,0.215625,0.155000,334.124125
35,15,0.221875,0.155000,333.374119
36,15,0.228125,0.155000,332.624114
37,15,0.234375,0.155000,331.874110
38,15,0.240625,0.155000,331.124108
39,15,0.246875,0.155000,330.374107
40,15,0.253125,0.155000,329.624108
41,15,0.259375,0.155000,328.874110
42,15,0.265625,0.155000,328.124113
43,15,0.271875,0.155000,327.374117
44,15,0.278125,0.155000,326.624123
45,15,0.284375,0.155000,325.874131
46,15,0.290625,0.155000,325.124139
47,15,0.296875,0.155000,324.374149
48,15,0.303125,0.155000,323.624161
49,15,0.309375,0.155000,322.874173
50,15,0.315625,0.155000,322.124187
51,15,0.321875,0.155000,321.374202
52,15,0.328125,0.155000,320.624218
53,15,0.334375,0.155000,319.874236
54,15,0.340625,0.155000,319.124254
55,15,0.346875,0.155000,318.374274
56,15,0.353125,0.155000,317.624295
57,15,0.359375,0.155000,316.874317
58,15,0.365625,0.155000,316.124340
59,15,0.371875,0.155000,315.374363
60,15,0.378125,0.155000,314.624388
61,15,0.384375,0.155000,313.874414
62,15,0.390625,0.155000,313.124441
63,15,0.396875,0.155000,312.374468
64,15,0.403125,0.155000,311.624497
65,15,0.409375,0.155000,310.874526
66,15,0.415625,0.155000,310.124555
67,15,0.421875,0.155000,309.374586
68,15,0.428125,0.155000,308.624617
69,15,0.434375,0.155000,307.874648
70,15,0.440625,0.155000,307.124680
71,15,0.446875,0.155000,306.374713
72,15,0.453125,0.155000,305.624746
73,15,0.459375,0.155000,304.874779
74,15,0.465625,0.155000,304.124812
75,15,0.471875,0.155000,303.374846
76,15,0.478125,0.155000,302.624880
77,15,0.484375,0.155000,301.874914
78,15,0.490625,0.155000,301.124949
79,15,0.496875,0.155000,300.374983
0,16,0.003125,0.165000,359.624982
1,16,0.009375,0.165000,358.874946
2,16,0.015625,0.165000,358.124911
3,16,0.021875,0.165000,357.374875
4,16,0.028125,0.165000,356.624840
5,16,0.034375,0.165000,355.874805
6,16,0.040625,0.165000,355.124770
7,16,0.046875,0.165000,354.374736
8,16,0.053125,0.165000,353.624702
9,16,0.059375,0.165000,352.874669
10,16,0.065625,0.165000,352.124636
11,16,0.071875,0.165000,351.374604
12,16,0.078125,0.165000,350.624573
13,16,0.084375,0.165000,349.874542
14,16,0.090625,0.165000,349.124512
15,16,0.096875,0.165000,348.374483
16,16,0.103125,0.165000,347.624454
17,16,0.109375,0.165000,346.874427
18,16,0.115625,0.165000,346.124400
19,16,0.121875,0.165000,345.374374
20,16,0.128125,0.165000,344.624350
21,16,0.134375,0.165000,343.874326
22,16,0.140625,0.165000,343.124303
23,16,0.146875,0.165000,342.374282
24,16,0.153125,0.165000,341.624262
25,16,0.159375,0.165000,340.874242
26,16,0.165625,0.165000,340.124224
27,16,0.171875,0.165000,339.374208
28,16,0.178125,0.165000,338.624192
29,16,0.184375,0.165000,337.874178
30,16,0.190625,0.165000,337.124165
31,16,0.196875,0.165000,336.374153
32,16,0.203125,0.165000,335.624143
33,16,0.209375,0.165000,334.874133
34,16,0.215625,0.165000,334.124126
35,16,0.221875,0.165000,333.374119
36,16,0.228125,0.165000,332.624114
37,16,0.234375,0.165000,331.874111
38,16,0.240625,0.165000,331.124108
39,16,0.246875,0.165000,330.374108
40,16,0.253125,0.165000,329.624108
41,16,0.259375,0.165000,328.874110
42,16,0.265625,0.165000,328.124113
43,16,0.271875,0.165000,327.374118
44,16,0.278125,0.165000,326.624124
45,16,0.284375,0.165000,325.874131
46,16,0.290625,0.165000,325.124140
47,16,0.296875,0.165000,324.374150
48,16,0.303125,0.165000,323.624161
49,16,0.309375,0.165000,322.874173
50,16,0.315625,0.165000,322.124187
51,16,0.321875,0.165000,321.374202
52,16,0.328125,0.165000,320.624219
53,16,0.334375,0.165000,319.874236
54,16,0.340625,0.165000,319.124255
55,16,0.346875,0.165000,318.374274
56,16,0.353125,0.165000,317.624295
57,16,0.359375,0.165000,316.874317
58,16,0.365625,0.165000,316.124340
59,16,0.371875,0.165000,315.374364
60,16,0.378125,0.165000,314.624389
61,16,0.384375,0.165000,313.874414
62,16,0.390625,0.165000,313.124441
63,16,0.396875,0.165000,312.374468
64,16,0.403125,0.165000,311.624497
65,16,0.409375,0.165000,310.874526
66,16,0.415625,0.165000,310.124555
67,16,0.421875,0.165000,309.374586
68,16,0.428125,0.165000,308.624617
69,16,0.434375,0.165000,307.874648
70,16,0.440625,0.165000,307.124680
71,16,0.446875,0.165000,306.374713
72,16,0.453125,0.165000,305.624746
73,16,0.459375,0.165000,304.874779
74,16,0.465625,0.165000,304.124812
75,16,0.471875,0.165000,303.374846
76,16,0.478125,0.165000,302.624880
77,16,0.484375,0.165000,301.874914
78,16,0.490625,0.165000,301.124949
79,16,0.496875,0.165000,300.374983
0,17,0.003125,0.175000,359.624982
1,17,0.009375,0.175000,358.874946
2,17,0.015625,0.175000,358.124911
3,17,0.021875,0.175000,357.374875
4,17,0.028125,0.175000,356.624840
5,17,0.034375,0.175000,355.874805
6,17,0.040625,0.175000,355.124771
7,17,0.046875,0.175000,354.374736
8,17,0.053125,0.175000,353.624703
9,17,0.059375,0.175000,352.874669
10,17,0.065625,0.175000,352.124637
11,17,0.071875,0.175000,351.374604
12,17,0.078125,0.175000,350.624573
13,17,0.084375,0.175000,349.874542
14,17,0.090625,0.175000,349.124512
15,17,0.096875,0.175000,348.374483
16,17,0.103125,0.175000,347.624455
17,17,0.109375,0.175000,346.874427
18,17,0.115625,0.175000,346.124400
19,17,0.121875,0.175000,345.374375
20,17,0.128125,0.175000,344.624350
21,17,0.134375,0.175000,343.874326
22,17,0.140625,0.175000,343.124304
23,17,0.146875,0.175000,342.374282
24,17,0.153125,0.175000,341.624262
25,17,0.159375,0.175000,340.874243
26,17,0.165625,0.175000,340.124225
27,17,0.171875,0.175000,339.374208
28,17,0.178125,0.175000,338.624192
29,17,0.184375,0.175000,337.874178
30,17,0.190625,0.175000,337.124165
31,17,0.196875,0.175000,336.374153
32,17,0.203125,0.175000,335.624143
33,17,0.209375,0.175000,334.874134
34,17,0.215625,0.175000,334.124126
35,17,0.221875,0.175000,333.374120
36,17,0.228125,0.175000,332.624115
37,17,0.234375,0.175000,331.874111
38,17,0.240625,0.175000,331.124109
39,17,0.246875,0.175000,330.374108
40,17,0.253125,0.175000,329.624108
41,17,0.259375,0.175000,328.874110
42,17,0.265625,0.175000,328.124114
43,17,0.271875,0.175000,327.374118
44,17,0.278125,0.175000,326.624124
45,17,0.284375,0.175000,325.874131
46,17,0.290625,0.175000,325.124140
47,17,0.296875,0.175000,324.374150
48,17,0.303125,0.175000,323.624161
49,17,0.309375,0.175000,322.874174
50,17,0.315625,0.175000,322.124188
51,17,0.321875,0.175000,321.374203
52,17,0.328125,0.175000,320.624219
53,17,0.334375,0.175000,319.874236
54,17,0.340625,0.175000,319.124255
55,17,0.346875,0.175000,318.374275
56,17,0.353125,0.175000,317.624295
57,17,0.359375,0.175000,316.874317
58,17,0.365625,0.175000,316.124340
59,17,0.371875,0.175000,315.374364
60,17,0.378125,0.175000,314.624389
61,17,0.384375,0.175000,313.874415
62,17,0.390625,0.175000,313.124441
63,17,0.396875,0.175000,312.374469
64,17,0.403125,0.175000,311.624497
65,17,0.409375,0.175000,310.874526
66,17,0.415625,0.175000,310.124556
67,17,0.421875,0.175000,309.374586
68,17,0.428125,0.175000,308.624617
69,17,0.434375,0.175000,307.874648
70,17,0.440625,0.175000,307.124680
71,17,0.446875,0.175000,306.374713
72,17,0.453125,0.175000,305.624746
73,17,0.459375,0.175000,304.874779
74,17,0.465625,0.175000,304.124812
75,17,0.471875,0.175000,303.374846
76,17,0.478125,0.175000,302.624880
77,17,0.484375,0.175000,301.874914
78,17,0.490625,0.175000,301.124949
79,17,0.496875,0.175000,300.374983
0,18,0.003125,0.185000,359.624982
1,18,0.009375,0.185000,358.874946
2,18,0.015625,0.185000,358.124911
3,18,0.021875,0.185000,357.374875
4,18,0.028125,0.185000,356.624840
5,18,0.034375,0.185000,355.874805
6,18,0.040625,0.185000,355.124771
7,18,0.046875,0.185000,354.374736
8,18,0.053125,0.185000,353.624703
9,18,0.059375,0.185000,352.874669
10,18,0.065625,0.185000,352.124637
11,18,0.071875,0.185000,351.374605
12,18,0.078125,0.185000,350.624573
13,18,0.084375,0.185000,349.874542
14,18,0.090625,0.185000,349.124512
15,18,0.096875,0.185000,348.374483
16,18,0.103125,0.185000,347.624455
17,18,0.109375,0.185000,346.874427
18,18,0.115625,0.185000,346.124401
19,18,0.121875,0.185000,345.374375
20,18,0.128125,0.185000,344.624350
21,18,0.134375,0.185000,343.874327
22,18,0.140625,0.185000,343.124304
23,18,0.146875,0.185000,342.374283
24,18,0.153125,0.185000,341.624262
25,18,0.159375,0.185000,340.874243
26,18,0.165625,0.185000,340.124225
27,18,0.171875,0.185000,339.374208
28,18,0.178125,0.185000,338.624193
29,18,0.184375,0.185000,337.874178
30,18,0.190625,0.185000,337.124165
31,18,0.196875,0.185000,336.374154
32,18,0.203125,0.185000,335.624143
33,18,0.209375,0.185000,334.874134
34,18,0.215625,0.185000,334.124126
35,18,0.221875,0.185000,333.374120
36,18,0.228125,0.185000,332.624115
37,18,0.234375,0.185000,331.874111
38,18,0.240625,0.185000,331.124109
39,18,0.246875,0.185000,330.374108
40,18,0.253125,0.185000,329.624109
41,18,0.259375,0.185000,328.874111
42,18,0.265625,0.185000,328.124114
43,18,0.271875,0.185000,327.374119
44,18,0.278125,0.185000,326.624124
45,18,0.284375,0.185000,325.874132
46,18,0.290625,0.185000,325.124140
47,18,0.296875,0.185000,324.374150
48,18,0.303125,0.185000,323.624162
49,18,0.309375,0.185000,322.874174
50,18,0.315625,0.185000,322.124188
51,18,0.321875,0.185000,321.374203
52,18,0.328125,0.185000,320.624219
53,18,0.334375,0.185000,319.874237
54,18,0.340625,0.185000,319.124255
55,18,0.346875,0.185000,318.374275
56,18,0.353125,0.185000,317.624296
57,18,0.359375,0.185000,316.874317
58,18,0.365625,0.185000,316.124340
59,18,0.371875,0.185000,315.374364
60,18,0.378125,0.185000,314.624389
61,18,0.384375,0.185000,313.874415
62,18,0.390625,0.185000,313.124441
63,18,0.396875,0.185000,312.374469
64,18,0.403125,0.185000,311.624497
65,18,0.409375,0.185000,310.874526
66,18,0.415625,0.185000,310.124556
67,18,0.421875,0.185000,309.374586
68,18,0.428125,0.185000,308.624617
69,18,0.434375,0.185000,307.874649
70,18,0.440625,0.185000,307.124681
71,18,0.446875,0.185000,306.374713
72,18,0.453125,0.185000,305.624746
73,18,0.459375,0.185000,304.874779
74,18,0.465625,0.185000,304.124813
75,18,0.471875,0.185000,303.374846
76,18,0.478125,0.185000,302.624880
77,18,0.484375,0.185000,301.874914
78,18,0.490625,0.185000,301.124949
79,18,0.496875,0.185000,300.374983
0,19,0.003125,0.195000,359.624982
1,19,0.009375,0.195000,358.874946
2,19,0.015625,0.195000,358.124911
3,19,0.021875,0.195000,357.374875
4,19,0.028125,0.195000,356.624840
5,19,0.034375,0.195000,355.874805
6,19,0.040625,0.195000,355.124771
7,19,0.046875,0.195000,354.374737
8,19,0.053125,0.195000,353.624703
9,19,0.059375,0.195000,352.874670
10,19,0.065625,0.195000,352.124637
11,19,0.071875,0.195000,351.374605
12,19,0.078125,0.195000,350.624573
13,19,0.084375,0.195000,349.874543
14,19,0.090625,0.195000,349.124513
15,19,0.096875,0.195000,348.374483
16,19,0.103125,0.195000,347.624455
17,19,0.109375,0.195000,346.874427
18,19,0.115625,0.195000,346.124401
19,19,0.121875,0.195000,345.374375
20,19,0.128125,0.195000,344.624351
21,19,0.134375,0.195000,343.874327
22,19,0.140625,0.195000,343.124304
23,19,0.146875,0.195000,342.374283
24,19,0.153125,0.195000,341.624262
25,19,0.159375,0.195000,340.874243
26,19,0.165625,0.195000,340.124225
27,19,0.171875,0.195000,339.374208
28,19,0.178125,0.195000,338.624193
29,19,0.184375,0.195000,337.874179
30,19,0.190625,0.195000,337.124166
31,19,0.196875,0.195000,336.374154
32,19,0.203125,0.195000,335.624144
33,19,0.209375,0.195000,334.874134
34,19,0.215625,0.195000,334.124127
35,19,0.221875,0.195000,333.374120
36,19,0.228125,0.195000,332.624115
37,19,0.234375,0.195000,331.874112
38,19,0.240625,0.195000,331.124110
39,19,0.246875,0.195000,330.374109
40,19,0.253125,0.195000,329.624109
41,19,0.259375,0.195000,328.874111
42,19,0.265625,0.195000,328.124114
43,19,0.271875,0.195000,327.374119
