iteration,residual_K
2435,2.7819859916e-3
2436,2.7788892085e-3
2437,2.7757958680e-3
2438,2.7727059667e-3
2439,2.7696195002e-3
2440,2.7665364652e-3
2441,2.7634568577e-3
2442,2.7603806739e-3
2443,2.7573079099e-3
2444,2.7542385621e-3
2445,2.7511726266e-3
2446,2.7481100996e-3
2447,2.7450509774e-3
2448,2.7419952561e-3
2449,2.7389429321e-3
2450,2.7358940014e-3
2451,2.7328484605e-3
2452,2.7298063055e-3
2453,2.7267675326e-3
2454,2.7237321380e-3
2455,2.7207001182e-3
2456,2.7176714692e-3
2457,2.7146461875e-3
2458,2.7116242691e-3
2459,2.7086057106e-3
2460,2.7055905078e-3
2461,2.7025786574e-3
2462,2.6995701555e-3
2463,2.6965649985e-3
2464,2.6935631825e-3
2465,2.6905647039e-3
2466,2.6875695591e-3
2467,2.6845777442e-3
2468,2.6815892557e-3
2469,2.6786040898e-3
2470,2.6756222428e-3
2471,2.6726437110e-3
2472,2.6696684909e-3
2473,2.6666965786e-3
2474,2.6637279705e-3
2475,2.6607626631e-3
2476,2.6578006525e-3
2477,2.6548419351e-3
2478,2.6518865073e-3
2479,2.6489343655e-3
2480,2.6459855059e-3
2481,2.6430399250e-3
2482,2.6400976191e-3
2483,2.6371585848e-3
2484,2.6342228180e-3
2485,2.6312903153e-3
2486,2.6283610733e-3
2487,2.6254350880e-3
2488,2.6225123562e-3
2489,2.6195928738e-3
2490,2.6166766377e-3
2491,2.6137636439e-3
2492,2.6108538889e-3
2493,2.6079473693e-3
2494,2.6050440814e-3
2495,2.6021440216e-3
2496,2.5992471862e-3
2497,2.5963535718e-3
2498,2.5934631747e-3
2499,2.5905759915e-3
2500,2.5876920184e-3
2501,2.5848112521e-3
2502,2.5819336889e-3
2503,2.5790593251e-3
2504,2.5761881574e-3
2505,2.5733201821e-3
2506,2.5704553958e-3
2507,2.5675937948e-3
2508,2.5647353757e-3
2509,2.5618801349e-3
2510,2.5590280688e-3
2511,2.5561791741e-3
2512,2.5533334470e-3
2513,2.5504908842e-3
2514,2.5476514822e-3
2515,2.5448152373e-3
2516,2.5419821461e-3
2517,2.5391522053e-3
2518,2.5363254109e-3
2519,2.5335017600e-3
2520,2.5306812486e-3
2521,2.5278638737e-3
2522,2.5250496313e-3
2523,2.5222385184e-3
2524,2.5194305313e-3
2525,2.5166256664e-3
2526,2.5138239205e-3
2527,2.5110252900e-3
2528,2.5082297716e-3
2529,2.5054373616e-3
2530,2.5026480566e-3
2531,2.4998618534e-3
2532,2.4970787483e-3
2533,2.4942987379e-3
2534,2.4915218189e-3
2535,2.4887479877e-3
2536,2.4859772410e-3
2537,2.4832095753e-3
2538,2.4804449872e-3
2539,2.4776834733e-3
2540,2.4749250303e-3
2541,2.4721696545e-3
2542,2.4694173428e-3
2543,2.4666680916e-3
2544,2.4639218976e-3
2545,2.4611787574e-3
2546,2.4584386678e-3
2547,2.4557016249e-3
2548,2.4529676257e-3
2549,2.4502366668e-3
2550,2.4475087448e-3
2551,2.4447838563e-3
2552,2.4420619980e-3
2553,2.4393431663e-3
2554,2.4366273582e-3
2555,2.4339145701e-3
2556,2.4312047987e-3
2557,2.4284980407e-3
2558,2.4257942928e-3
2559,2.4230935515e-3
2560,2.4203958135e-3
2561,2.4177010756e-3
2562,2.4150093344e-3
2563,2.4123205865e-3
2564,2.4096348286e-3
2565,2.4069520575e-3
2566,2.4042722698e-3
2567,2.4015954622e-3
2568,2.3989216313e-3
2569,2.3962507740e-3
2570,2.3935828868e-3
2571,2.3909179665e-3
2572,2.3882560099e-3
2573,2.3855970135e-3
2574,2.3829409741e-3
2575,2.3802878885e-3
2576,2.3776377533e-3
2577,2.3749905655e-3
2578,2.3723463213e-3
2579,2.3697050179e-3
2580,2.3670666519e-3
2581,2.3644312201e-3
2582,2.3617987191e-3
2583,2.3591691457e-3
2584,2.3565424967e-3
2585,2.3539187687e-3
2586,2.3512979587e-3
2587,2.3486800633e-3
2588,2.3460650793e-3
2589,2.3434530036e-3
2590,2.3408438328e-3
2591,2.3382375635e-3
2592,2.3356341930e-3
2593,2.3330337177e-3
2594,2.3304361344e-3
2595,2.3278414400e-3
2596,2.3252496312e-3
2597,2.3226607050e-3
2598,2.3200746580e-3
2599,2.3174914870e-3
2600,2.3149111889e-3
2601,2.3123337605e-3
2602,2.3097591986e-3
2603,2.3071875000e-3
2604,2.3046186615e-3
2605,2.3020526800e-3
2606,2.2994895522e-3
2607,2.2969292752e-3
2608,2.2943718456e-3
2609,2.2918172602e-3
2610,2.2892655161e-3
2611,2.2867166098e-3
2612,2.2841705385e-3
2613,2.2816272988e-3
2614,2.2790868877e-3
2615,2.2765493019e-3
2616,2.2740145386e-3
2617,2.2714825941e-3
2618,2.2689534659e-3
2619,2.2664271505e-3
2620,2.2639036449e-3
2621,2.2613829459e-3
2622,2.2588650504e-3
2623,2.2563499552e-3
2624,2.2538376576e-3
2625,2.2513281541e-3
2626,2.2488214416e-3
2627,2.2463175172e-3
2628,2.2438163776e-3
2629,2.2413180200e-3
2630,2.2388224410e-3
2631,2.2363296377e-3
2632,2.2338396070e-3
2633,2.2313523457e-3
2634,2.2288678509e-3
2635,2.2263861193e-3
2636,2.2239071481e-3
2637,2.2214309341e-3
2638,2.2189574742e-3
2639,2.2164867654e-3
2640,2.2140188047e-3
2641,2.2115535890e-3
2642,2.2090911151e-3
2643,2.2066313803e-3
2644,2.2041743812e-3
2645,2.2017201150e-3
2646,2.1992685786e-3
2647,2.1968197689e-3
2648,2.1943736830e-3
2649,2.1919303177e-3
2650,2.1894896702e-3
2651,2.1870517372e-3
2652,2.1846165161e-3
2653,2.1821840035e-3
2654,2.1797541966e-3
2655,2.1773270922e-3
2656,2.1749026876e-3
2657,2.1724809795e-3
2658,2.1700619653e-3
2659,2.1676456415e-3
2660,2.1652320054e-3
2661,2.1628210541e-3
2662,2.1604127844e-3
2663,2.1580071935e-3
2664,2.1556042784e-3
2665,2.1532040359e-3
2666,2.1508064634e-3
2667,2.1484115576e-3
2668,2.1460193159e-3
2669,2.1436297349e-3
2670,2.1412428120e-3
2671,2.1388585441e-3
2672,2.1364769283e-3
2673,2.1340979616e-3
2674,2.1317216411e-3
2675,2.1293479640e-3
2676,2.1269769271e-3
2677,2.1246085276e-3
2678,2.1222427626e-3
2679,2.1198796291e-3
2680,2.1175191242e-3
2681,2.1151612451e-3
2682,2.1128059888e-3
2683,2.1104533522e-3
2684,2.1081033327e-3
2685,2.1057559272e-3
2686,2.1034111330e-3
2687,2.1010689468e-3
2688,2.0987293661e-3
2689,2.0963923880e-3
2690,2.0940580093e-3
2691,2.0917262274e-3
2692,2.0893970392e-3
2693,2.0870704421e-3
2694,2.0847464328e-3
2695,2.0824250090e-3
2696,2.0801061672e-3
2697,2.0777899051e-3
2698,2.0754762195e-3
2699,2.0731651076e-3
2700,2.0708565665e-3
2701,2.0685505934e-3
2702,2.0662471857e-3
2703,2.0639463401e-3
2704,2.0616480540e-3
2705,2.0593523246e-3
2706,2.0570591488e-3
2707,2.0547685241e-3
2708,2.0524804474e-3
2709,2.0501949162e-3
2710,2.0479119273e-3
2711,2.0456314780e-3
2712,2.0433535656e-3
2713,2.0410781872e-3
2714,2.0388053400e-3
2715,2.0365350211e-3
2716,2.0342672278e-3
2717,2.0320019574e-3
2718,2.0297392068e-3
2719,2.0274789734e-3
2720,2.0252212544e-3
2721,2.0229660471e-3
2722,2.0207133484e-3
2723,2.0184631558e-3
2724,2.0162154664e-3
2725,2.0139702773e-3
2726,2.0117275862e-3
2727,2.0094873897e-3
2728,2.0072496854e-3
2729,2.0050144706e-3
2730,2.0027817422e-3
2731,2.0005514977e-3
2732,1.9983237343e-3
2733,1.9960984492e-3
2734,1.9938756397e-3
2735,1.9916553030e-3
2736,1.9894374364e-3
2737,1.9872220370e-3
2738,1.9850091023e-3
2739,1.9827986294e-3
2740,1.9805906156e-3
2741,1.9783850584e-3
2742,1.9761819546e-3
2743,1.9739813018e-3
2744,1.9717830972e-3
2745,1.9695873382e-3
2746,1.9673940220e-3
2747,1.9652031457e-3
2748,1.9630147069e-3
2749,1.9608287027e-3
2750,1.9586451304e-3
2751,1.9564639874e-3
2752,1.9542852709e-3
2753,1.9521089784e-3
2754,1.9499351069e-3
2755,1.9477636538e-3
2756,1.9455946168e-3
2757,1.9434279927e-3
2758,1.9412637790e-3
2759,1.9391019731e-3
2760,1.9369425723e-3
2761,1.9347855740e-3
2762,1.9326309753e-3
2763,1.9304787736e-3
2764,1.9283289664e-3
2765,1.9261815510e-3
2766,1.9240365246e-3
2767,1.9218938847e-3
2768,1.9197536286e-3
2769,1.9176157536e-3
2770,1.9154802571e-3
2771,1.9133471366e-3
2772,1.9112163891e-3
2773,1.9090880123e-3
2774,1.9069620034e-3
2775,1.9048383600e-3
2776,1.9027170790e-3
2777,1.9005981583e-3
2778,1.8984815949e-3
2779,1.8963673865e-3
2780,1.8942555301e-3
2781,1.8921460235e-3
2782,1.8900388638e-3
2783,1.8879340486e-3
2784,1.8858315750e-3
2785,1.8837314407e-3
2786,1.8816336430e-3
2787,1.8795381792e-3
2788,1.8774450468e-3
2789,1.8753542434e-3
2790,1.8732657660e-3
2791,1.8711796123e-3
2792,1.8690957797e-3
2793,1.8670142657e-3
2794,1.8649350673e-3
2795,1.8628581824e-3
2796,1.8607836083e-3
2797,1.8587113424e-3
2798,1.8566413821e-3
2799,1.8545737248e-3
2800,1.8525083682e-3
2801,1.8504453094e-3
2802,1.8483845461e-3
2803,1.8463260756e-3
2804,1.8442698953e-3
2805,1.8422160030e-3
2806,1.8401643958e-3
2807,1.8381150713e-3
2808,1.8360680269e-3
2809,1.8340232602e-3
2810,1.8319807687e-3
2811,1.8299405496e-3
2812,1.8279026006e-3
2813,1.8258669190e-3
2814,1.8238335025e-3
2815,1.8218023486e-3
2816,1.8197734545e-3
2817,1.8177468179e-3
2818,1.8157224363e-3
2819,1.8137003071e-3
2820,1.8116804279e-3
2821,1.8096627962e-3
2822,1.8076474093e-3
2823,1.8056342649e-3
2824,1.8036233605e-3
2825,1.8016146936e-3
2826,1.7996082616e-3
2827,1.7976040622e-3
2828,1.7956020929e-3
2829,1.7936023510e-3
2830,1.7916048344e-3
2831,1.7896095401e-3
2832,1.7876164661e-3
2833,1.7856256098e-3
2834,1.7836369688e-3
2835,1.7816505404e-3
2836,1.7796663222e-3
2837,1.7776843120e-3
2838,1.7757045072e-3
2839,1.7737269053e-3
2840,1.7717515039e-3
2841,1.7697783005e-3
2842,1.7678072927e-3
2843,1.7658384780e-3
2844,1.7638718542e-3
2845,1.7619074185e-3
2846,1.7599451689e-3
2847,1.7579851025e-3
2848,1.7560272172e-3
2849,1.7540715106e-3
2850,1.7521179800e-3
2851,1.7501666231e-3
2852,1.7482174378e-3
2853,1.7462704212e-3
2854,1.7443255711e-3
2855,1.7423828852e-3
2856,1.7404423610e-3
2857,1.7385039961e-3
2858,1.7365677881e-3
2859,1.7346337346e-3
2860,1.7327018331e-3
2861,1.7307720815e-3
2862,1.7288444771e-3
2863,1.7269190178e-3
2864,1.7249957010e-3
2865,1.7230745242e-3
2866,1.7211554854e-3
2867,1.7192385820e-3
2868,1.7173238116e-3
2869,1.7154111721e-3
2870,1.7135006606e-3
2871,1.7115922752e-3
2872,1.7096860135e-3
2873,1.7077818730e-3
2874,1.7058798513e-3
2875,1.7039799462e-3
2876,1.7020821552e-3
2877,1.7001864761e-3
2878,1.6982929065e-3
2879,1.6964014439e-3
2880,1.6945120862e-3
2881,1.6926248310e-3
2882,1.6907396758e-3
2883,1.6888566185e-3
2884,1.6869756566e-3
2885,1.6850967879e-3
2886,1.6832200099e-3
2887,1.6813453204e-3
2888,1.6794727171e-3
2889,1.6776021976e-3
2890,1.6757337598e-3
2891,1.6738674010e-3
2892,1.6720031192e-3
2893,1.6701409120e-3
2894,1.6682807770e-3
2895,1.6664227122e-3
2896,1.6645667150e-3
2897,1.6627127831e-3
2898,1.6608609143e-3
2899,1.6590111064e-3
2900,1.6571633571e-3
2901,1.6553176638e-3
2902,1.6534740246e-3
2903,1.6516324371e-3
2904,1.6497928989e-3
2905,1.6479554079e-3
2906,1.6461199616e-3
2907,1.6442865578e-3
2908,1.6424551945e-3
2909,1.6406258692e-3
2910,1.6387985796e-3
2911,1.6369733235e-3
2912,1.6351500987e-3
2913,1.6333289028e-3
2914,1.6315097336e-3
2915,1.6296925890e-3
2916,1.6278774665e-3
2917,1.6260643641e-3
2918,1.6242532794e-3
2919,1.6224442102e-3
2920,1.6206371542e-3
2921,1.6188321092e-3
2922,1.6170290731e-3
2923,1.6152280434e-3
2924,1.6134290182e-3
2925,1.6116319949e-3
2926,1.6098369716e-3
2927,1.6080439459e-3
2928,1.6062529157e-3
2929,1.6044638787e-3
2930,1.6026768326e-3
2931,1.6008917754e-3
2932,1.5991087047e-3
2933,1.5973276184e-3
2934,1.5955485142e-3
2935,1.5937713900e-3
2936,1.5919962435e-3
2937,1.5902230727e-3
2938,1.5884518753e-3
2939,1.5866826488e-3
2940,1.5849153914e-3
2941,1.5831501010e-3
2942,1.5813867749e-3
2943,1.5796254115e-3
2944,1.5778660083e-3
2945,1.5761085630e-3
2946,1.5743530737e-3
2947,1.5725995381e-3
2948,1.5708479542e-3
2949,1.5690983195e-3
2950,1.5673506321e-3
2951,1.5656048896e-3
2952,1.5638610901e-3
2953,1.5621192313e-3
2954,1.5603793112e-3
2955,1.5586413274e-3
2956,1.5569052779e-3
2957,1.5551711605e-3
2958,1.5534389730e-3
2959,1.5517087135e-3
2960,1.5499803795e-3
2961,1.5482539691e-3
2962,1.5465294802e-3
2963,1.5448069105e-3
2964,1.5430862579e-3
2965,1.5413675204e-3
2966,1.5396506957e-3
2967,1.5379357819e-3
2968,1.5362227765e-3
2969,1.5345116778e-3
2970,1.5328024833e-3
2971,1.5310951913e-3
2972,1.5293897993e-3
2973,1.5276863055e-3
2974,1.5259847075e-3
2975,1.5242850033e-3
2976,1.5225871909e-3
2977,1.5208912682e-3
2978,1.5191972329e-3
2979,1.5175050831e-3
2980,1.5158148166e-3
2981,1.5141264314e-3
2982,1.5124399253e-3
2983,1.5107552963e-3
2984,1.5090725423e-3
2985,1.5073916610e-3
2986,1.5057126507e-3
2987,1.5040355091e-3
2988,1.5023602340e-3
2989,1.5006868237e-3
2990,1.4990152758e-3
2991,1.4973455883e-3
2992,1.4956777593e-3
2993,1.4940117865e-3
2994,1.4923476680e-3
2995,1.4906854016e-3
2996,1.4890249854e-3
2997,1.4873664173e-3
2998,1.4857096950e-3
2999,1.4840548170e-3
3000,1.4824017807e-3
3001,1.4807505842e-3
3002,1.4791012256e-3
3003,1.4774537028e-3
3004,1.4758080138e-3
3005,1.4741641563e-3
3006,1.4725221286e-3
3007,1.4708819285e-3
3008,1.4692435541e-3
3009,1.4676070031e-3
3010,1.4659722738e-3
3011,1.4643393640e-3
3012,1.4627082716e-3
3013,1.4610789946e-3
3014,1.4594515312e-3
3015,1.4578258792e-3
3016,1.4562020367e-3
3017,1.4545800016e-3
3018,1.4529597718e-3
3019,1.4513413454e-3
3020,1.4497247205e-3
3021,1.4481098950e-3
3022,1.4464968669e-3
3023,1.4448856341e-3
3024,1.4432761948e-3
3025,1.4416685469e-3
3026,1.4400626883e-3
3027,1.4384586172e-3
3028,1.4368563316e-3
3029,1.4352558294e-3
3030,1.4336571087e-3
3031,1.4320601675e-3
3032,1.4304650038e-3
3033,1.4288716157e-3
3034,1.4272800011e-3
3035,1.4256901581e-3
3036,1.4241020847e-3
3037,1.4225157790e-3
3038,1.4209312391e-3
3039,1.4193484628e-3
3040,1.4177674483e-3
3041,1.4161881936e-3
3042,1.4146106969e-3
3043,1.4130349559e-3
3044,1.4114609690e-3
3045,1.4098887340e-3
3046,1.4083182491e-3
3047,1.4067495123e-3
3048,1.4051825217e-3
3049,1.4036172753e-3
3050,1.4020537712e-3
3051,1.4004920075e-3
3052,1.3989319822e-3
3053,1.3973736932e-3
3054,1.3958171390e-3
3055,1.3942623173e-3
3056,1.3927092265e-3
3057,1.3911578643e-3
3058,1.3896082289e-3
3059,1.3880603185e-3
3060,1.3865141312e-3
3061,1.3849696648e-3
3062,1.3834269179e-3
3063,1.3818858880e-3
3064,1.3803465736e-3
3065,1.3788089726e-3
3066,1.3772730831e-3
3067,1.3757389035e-3
3068,1.3742064315e-3
3069,1.3726756653e-3
3070,1.3711466032e-3
3071,1.3696192431e-3
3072,1.3680935830e-3
3073,1.3665696214e-3
3074,1.3650473562e-3
3075,1.3635267854e-3
3076,1.3620079073e-3
3077,1.3604907199e-3
3078,1.3589752215e-3
3079,1.3574614100e-3
3080,1.3559492836e-3
3081,1.3544388405e-3
3082,1.3529300786e-3
3083,1.3514229963e-3
3084,1.3499175917e-3
3085,1.3484138628e-3
3086,1.3469118078e-3
3087,1.3454114248e-3
3088,1.3439127122e-3
3089,1.3424156677e-3
3090,1.3409202897e-3
3091,1.3394265765e-3
3092,1.3379345259e-3
3093,1.3364441362e-3
3094,1.3349554057e-3
3095,1.3334683323e-3
3096,1.3319829145e-3
3097,1.3304991501e-3
3098,1.3290170373e-3
3099,1.3275365745e-3
3100,1.3260577599e-3
3101,1.3245805913e-3
3102,1.3231050671e-3
3103,1.3216311855e-3
3104,1.3201589446e-3
3105,1.3186883426e-3
3106,1.3172193777e-3
3107,1.3157520481e-3
3108,1.3142863518e-3
3109,1.3128222873e-3
3110,1.3113598525e-3
3111,1.3098990456e-3
3112,1.3084398651e-3
3113,1.3069823088e-3
3114,1.3055263753e-3
3115,1.3040720623e-3
3116,1.3026193685e-3
3117,1.3011682918e-3
3118,1.2997188304e-3
3119,1.2982709826e-3
3120,1.2968247466e-3
3121,1.2953801206e-3
3122,1.2939371028e-3
3123,1.2924956914e-3
3124,1.2910558846e-3
3125,1.2896176806e-3
3126,1.2881810779e-3
3127,1.2867460742e-3
3128,1.2853126682e-3
3129,1.2838808578e-3
3130,1.2824506414e-3
3131,1.2810220171e-3
3132,1.2795949832e-3
3133,1.2781695382e-3
3134,1.2767456798e-3
3135,1.2753234066e-3
3136,1.2739027168e-3
3137,1.2724836084e-3
3138,1.2710660801e-3
3139,1.2696501297e-3
3140,1.2682357556e-3
3141,1.2668229562e-3
3142,1.2654117295e-3
3143,1.2640020739e-3
3144,1.2625939876e-3
3145,1.2611874689e-3
3146,1.2597825161e-3
3147,1.2583791273e-3
3148,1.2569773008e-3
3149,1.2555770349e-3
3150,1.2541783281e-3
3151,1.2527811783e-3
3152,1.2513855839e-3
3153,1.2499915433e-3
3154,1.2485990545e-3
3155,1.2472081159e-3
3156,1.2458187260e-3
3157,1.2444308828e-3
3158,1.2430445846e-3
3159,1.2416598298e-3
3160,1.2402766167e-3
3161,1.2388949434e-3
3162,1.2375148084e-3
3163,1.2361362099e-3
3164,1.2347591461e-3
3165,1.2333836154e-3
3166,1.2320096162e-3
3167,1.2306371465e-3
3168,1.2292662049e-3
3169,1.2278967894e-3
3170,1.2265288987e-3
3171,1.2251625308e-3
3172,1.2237976841e-3
3173,1.2224343569e-3
3174,1.2210725474e-3
3175,1.2197122541e-3
3176,1.2183534752e-3
3177,1.2169962092e-3
3178,1.2156404541e-3
3179,1.2142862084e-3
3180,1.2129334705e-3
3181,1.2115822386e-3
3182,1.2102325110e-3
3183,1.2088842861e-3
3184,1.2075375622e-3
3185,1.2061923377e-3
3186,1.2048486108e-3
3187,1.2035063800e-3
3188,1.2021656435e-3
3189,1.2008263998e-3
3190,1.1994886469e-3
3191,1.1981523836e-3
3192,1.1968176080e-3
3193,1.1954843183e-3
3194,1.1941525130e-3
3195,1.1928221907e-3
3196,1.1914933493e-3
3197,1.1901659874e-3
3198,1.1888401033e-3
3199,1.1875156954e-3
3200,1.1861927621e-3
3201,1.1848713015e-3
3202,1.1835513123e-3
3203,1.1822327926e-3
3204,1.1809157411e-3
3205,1.1796001558e-3
3206,1.1782860352e-3
3207,1.1769733777e-3
3208,1.1756621817e-3
3209,1.1743524456e-3
3210,1.1730441676e-3
3211,1.1717373462e-3
3212,1.1704319798e-3
3213,1.1691280667e-3
3214,1.1678256055e-3
3215,1.1665245943e-3
3216,1.1652250316e-3
3217,1.1639269159e-3
3218,1.1626302454e-3
3219,1.1613350187e-3
3220,1.1600412340e-3
3221,1.1587488897e-3
3222,1.1574579843e-3
3223,1.1561685163e-3
3224,1.1548804839e-3
3225,1.1535938856e-3
3226,1.1523087197e-3
3227,1.1510249848e-3
3228,1.1497426792e-3
3229,1.1484618012e-3
3230,1.1471823494e-3
3231,1.1459043222e-3
3232,1.1446277178e-3
3233,1.1433525348e-3
3234,1.1420787717e-3
3235,1.1408064267e-3
3236,1.1395354984e-3
3237,1.1382659852e-3
3238,1.1369978853e-3
3239,1.1357311975e-3
3240,1.1344659199e-3
3241,1.1332020513e-3
3242,1.1319395896e-3
3243,1.1306785338e-3
3244,1.1294188820e-3
3245,1.1281606327e-3
3246,1.1269037843e-3
3247,1.1256483353e-3
3248,1.1243942842e-3
3249,1.1231416294e-3
3250,1.1218903693e-3
3251,1.1206405024e-3
3252,1.1193920271e-3
3253,1.1181449419e-3
3254,1.1168992453e-3
3255,1.1156549357e-3
3256,1.1144120114e-3
3257,1.1131704712e-3
3258,1.1119303134e-3
3259,1.1106915362e-3
3260,1.1094541385e-3
3261,1.1082181185e-3
3262,1.1069834748e-3
3263,1.1057502056e-3
3264,1.1045183097e-3
3265,1.1032877855e-3
3266,1.1020586315e-3
3267,1.1008308459e-3
3268,1.0996044275e-3
3269,1.0983793746e-3
3270,1.0971556858e-3
3271,1.0959333595e-3
3272,1.0947123941e-3
3273,1.0934927882e-3
3274,1.0922745404e-3
3275,1.0910576490e-3
3276,1.0898421125e-3
3277,1.0886279296e-3
3278,1.0874150987e-3
3279,1.0862036180e-3
3280,1.0849934864e-3
3281,1.0837847022e-3
3282,1.0825772640e-3
3283,1.0813711701e-3
3284,1.0801664193e-3
3285,1.0789630099e-3
3286,1.0777609405e-3
3287,1.0765602094e-3
3288,1.0753608155e-3
3289,1.0741627570e-3
3290,1.0729660326e-3
3291,1.0717706406e-3
3292,1.0705765797e-3
3293,1.0693838484e-3
3294,1.0681924452e-3
3295,1.0670023685e-3
3296,1.0658136171e-3
3297,1.0646261892e-3
3298,1.0634400836e-3
3299,1.0622552986e-3
3300,1.0610718330e-3
3301,1.0598896851e-3
3302,1.0587088536e-3
3303,1.0575293369e-3
3304,1.0563511334e-3
3305,1.0551742421e-3
3306,1.0539986611e-3
3307,1.0528243892e-3
3308,1.0516514249e-3
3309,1.0504797665e-3
3310,1.0493094130e-3
3311,1.0481403626e-3
3312,1.0469726138e-3
3313,1.0458061655e-3
3314,1.0446410160e-3
3315,1.0434771639e-3
3316,1.0423146077e-3
3317,1.0411533463e-3
3318,1.0399933776e-3
3319,1.0388347008e-3
3320,1.0376773141e-3
3321,1.0365212162e-3
3322,1.0353664056e-3
3323,1.0342128809e-3
3324,1.0330606407e-3
3325,1.0319096837e-3
3326,1.0307600082e-3
3327,1.0296116129e-3
3328,1.0284644962e-3
3329,1.0273186571e-3
3330,1.0261740939e-3
3331,1.0250308051e-3
3332,1.0238887895e-3
3333,1.0227480455e-3
3334,1.0216085717e-3
3335,1.0204703668e-3
3336,1.0193334294e-3
3337,1.0181977581e-3
3338,1.0170633513e-3
3339,1.0159302077e-3
3340,1.0147983259e-3
3341,1.0136677046e-3
3342,1.0125383422e-3
3343,1.0114102375e-3
3344,1.0102833888e-3
3345,1.0091577952e-3
3346,1.0080334548e-3
3347,1.0069103665e-3
3348,1.0057885288e-3
3349,1.0046679403e-3
3350,1.0035485996e-3
3351,1.0024305055e-3
3352,1.0013136564e-3
3353,1.0001980509e-3
3354,9.9908368776e-4
3355,9.9797056555e-4
3356,9.9685868292e-4
3357,9.9574803829e-4
3358,9.9463863057e-4
3359,9.9353045829e-4
3360,9.9242351990e-4
3361,9.9131781423e-4
3362,9.9021333995e-4
3363,9.8911009536e-4
3364,9.8800807950e-4
3365,9.8690729072e-4
3366,9.8580772783e-4
3367,9.8470938934e-4
3368,9.8361227401e-4
3369,9.8251638030e-4
3370,9.8142170697e-4
3371,9.8032825281e-4
3372,9.7923601612e-4
3373,9.7814499588e-4
3374,9.7705519045e-4
3375,9.7596659867e-4
3376,9.7487921914e-4
3377,9.7379305049e-4
3378,9.7270809141e-4
3379,9.7162434065e-4
3380,9.7054179662e-4
3381,9.6946045807e-4
3382,9.6838032374e-4
3383,9.6730139234e-4
3384,9.6622366237e-4
3385,9.6514713243e-4
3386,9.6407180155e-4
3387,9.6299766807e-4
3388,9.6192473069e-4
3389,9.6085298816e-4
3390,9.5978243922e-4
3391,9.5871308235e-4
3392,9.5764491635e-4
3393,9.5657793997e-4
3394,9.5551215168e-4
3395,9.5444755033e-4
3396,9.5338413450e-4
3397,9.5232190284e-4
3398,9.5126085427e-4
3399,9.5020098723e-4
3400,9.4914230044e-4
3401,9.4808479258e-4
3402,9.4702846252e-4
3403,9.4597330872e-4
3404,9.4491933004e-4
3405,9.4386652501e-4
3406,9.4281489254e-4
3407,9.4176443099e-4
3408,9.4071513951e-4
3409,9.3966701638e-4
3410,9.3862006054e-4
3411,9.3757427061e-4
3412,9.3652964534e-4
3413,9.3548618332e-4
3414,9.3444388347e-4
3415,9.3340274429e-4
3416,9.3236276462e-4
3417,9.3132394295e-4
3418,9.3028627833e-4
3419,9.2924976923e-4
3420,9.2821441444e-4
3421,9.2718021267e-4
3422,9.2614716266e-4
3423,9.2511526310e-4
3424,9.2408451263e-4
3425,9.2305491017e-4
3426,9.2202645425e-4
3427,9.2099914377e-4
3428,9.1997297727e-4
3429,9.1894795355e-4
3430,9.1792407142e-4
3431,9.1690132950e-4
3432,9.1587972662e-4
3433,9.1485926140e-4
3434,9.1383993265e-4
3435,9.1282173912e-4
3436,9.1180467945e-4
3437,9.1078875249e-4
3438,9.0977395695e-4
3439,9.0876029151e-4
3440,9.0774775498e-4
3441,9.0673634605e-4
3442,9.0572606359e-4
3443,9.0471690612e-4
3444,9.0370887267e-4
3445,9.0270196171e-4
3446,9.0169617215e-4
3447,9.0069150286e-4
3448,8.9968795220e-4
3449,8.9868551936e-4
3450,8.9768420276e-4
3451,8.9668400148e-4
3452,8.9568491404e-4
3453,8.9468693926e-4
3454,8.9369007588e-4
3455,8.9269432260e-4
3456,8.9169967850e-4
3457,8.9070614200e-4
3458,8.8971371196e-4
3459,8.8872238723e-4
3460,8.8773216663e-4
3461,8.8674304862e-4
3462,8.8575503236e-4
3463,8.8476811629e-4
3464,8.8378229952e-4
3465,8.8279758052e-4
3466,8.8181395830e-4
3467,8.8083143146e-4
3468,8.7984999885e-4
3469,8.7886965929e-4
3470,8.7789041163e-4
3471,8.7691225440e-4
3472,8.7593518663e-4
3473,8.7495920707e-4
3474,8.7398431435e-4
3475,8.7301050746e-4
3476,8.7203778509e-4
3477,8.7106614609e-4
3478,8.7009558916e-4
3479,8.6912611317e-4
3480,8.6815771692e-4
3481,8.6719039911e-4
3482,8.6622415864e-4
3483,8.6525899445e-4
3484,8.6429490506e-4
3485,8.6333188932e-4
3486,8.6236994622e-4
3487,8.6140907445e-4
3488,8.6044927269e-4
3489,8.5949054005e-4
3490,8.5853287510e-4
3491,8.5757627676e-4
3492,8.5662074383e-4
3493,8.5566627496e-4
3494,8.5471286923e-4
3495,8.5376052533e-4
3496,8.5280924213e-4
3497,8.5185901827e-4
3498,8.5090985283e-4
3499,8.4996174451e-4
3500,8.4901469205e-4
3501,8.4806869432e-4
3502,8.4712375042e-4
3503,8.4617985874e-4
3504,8.4523701827e-4
3505,8.4429522809e-4
3506,8.4335448662e-4
3507,8.4241479300e-4
3508,8.4147614592e-4
3509,8.4053854425e-4
3510,8.3960198685e-4
