iteration,residual_K
285,4.9556793426e-2
286,4.9387406913e-2
287,4.9218887328e-2
288,4.9051229713e-2
289,4.8884429125e-2
290,4.8718480633e-2
291,4.8553379324e-2
292,4.8389120298e-2
293,4.8225698671e-2
294,4.8063109576e-2
295,4.7901348163e-2
296,4.7740409597e-2
297,4.7580289063e-2
298,4.7420981763e-2
299,4.7262482918e-2
300,4.7104787768e-2
301,4.6947949873e-2
302,4.6791996501e-2
303,4.6636830729e-2
304,4.6482447898e-2
305,4.6328843369e-2
306,4.6176012522e-2
307,4.6028254353e-2
308,4.5883583780e-2
309,4.5739589592e-2
310,4.5596268340e-2
311,4.5453616578e-2
312,4.5311733099e-2
313,4.5170548144e-2
314,4.5030020657e-2
315,4.4890147239e-2
316,4.4750924503e-2
317,4.4612349065e-2
318,4.4474417552e-2
319,4.4337126600e-2
320,4.4200472852e-2
321,4.4064452964e-2
322,4.3929063598e-2
323,4.3794301427e-2
324,4.3660163135e-2
325,4.3526645416e-2
326,4.3393744974e-2
327,4.3261458526e-2
328,4.3129782798e-2
329,4.2998714528e-2
330,4.2868250467e-2
331,4.2738387375e-2
332,4.2609122026e-2
333,4.2480451207e-2
334,4.2352371714e-2
335,4.2224880360e-2
336,4.2097973968e-2
337,4.1976414416e-2
338,4.1856043628e-2
339,4.1736186450e-2
340,4.1616840489e-2
341,4.1498003356e-2
342,4.1379672667e-2
343,4.1261846041e-2
344,4.1144521101e-2
345,4.1027695476e-2
346,4.0911366798e-2
347,4.0795532707e-2
348,4.0680190846e-2
349,4.0565431653e-2
350,4.0451164976e-2
351,4.0337382398e-2
352,4.0224081596e-2
353,4.0111260253e-2
354,3.9998916061e-2
355,3.9887046715e-2
356,3.9775649920e-2
357,3.9664723383e-2
358,3.9554264823e-2
359,3.9444271964e-2
360,3.9334742535e-2
361,3.9225674276e-2
362,3.9117064932e-2
363,3.9008912257e-2
364,3.8901214010e-2
365,3.8793967961e-2
366,3.8687171885e-2
367,3.8580823568e-2
368,3.8477545290e-2
369,3.8376418815e-2
370,3.8275687776e-2
371,3.8175350486e-2
372,3.8075405259e-2
373,3.7975850412e-2
374,3.7876684264e-2
375,3.7777905140e-2
376,3.7679511363e-2
377,3.7581501262e-2
378,3.7483873169e-2
379,3.7386625420e-2
380,3.7289756352e-2
381,3.7193264307e-2
382,3.7097147631e-2
383,3.7001404673e-2
384,3.6906033788e-2
385,3.6811033331e-2
386,3.6716401664e-2
387,3.6622142416e-2
388,3.6528314714e-2
389,3.6434850193e-2
390,3.6341747238e-2
391,3.6249004238e-2
392,3.6156619588e-2
393,3.6064591686e-2
394,3.5972918935e-2
395,3.5881599743e-2
396,3.5790632523e-2
397,3.5700015693e-2
398,3.5609747676e-2
399,3.5519826899e-2
400,3.5430251795e-2
401,3.5344318683e-2
402,3.5258932217e-2
403,3.5173852765e-2
404,3.5089079119e-2
405,3.5004610072e-2
406,3.4920444418e-2
407,3.4836580956e-2
408,3.4753018485e-2
409,3.4669755804e-2
410,3.4586791716e-2
411,3.4504125028e-2
412,3.4421754544e-2
413,3.4339679075e-2
414,3.4257897432e-2
415,3.4176408429e-2
416,3.4095210882e-2
417,3.4014303609e-2
418,3.3933685434e-2
419,3.3853355178e-2
420,3.3773311668e-2
421,3.3693553735e-2
422,3.3614080211e-2
423,3.3534889929e-2
424,3.3455981728e-2
425,3.3377354449e-2
426,3.3299006936e-2
427,3.3220938035e-2
428,3.3143154383e-2
429,3.3065691572e-2
430,3.2988503457e-2
431,3.2911588899e-2
432,3.2834946767e-2
433,3.2758575930e-2
434,3.2682475260e-2
435,3.2609438051e-2
436,3.2536687589e-2
437,3.2464178708e-2
438,3.2391910528e-2
439,3.2319882167e-2
440,3.2248092748e-2
441,3.2176559254e-2
442,3.2105294382e-2
443,3.2034265385e-2
444,3.1963471392e-2
445,3.1892911535e-2
446,3.1822584944e-2
447,3.1752490753e-2
448,3.1682628097e-2
449,3.1612996113e-2
450,3.1543593939e-2
451,3.1474420713e-2
452,3.1405475578e-2
453,3.1336757676e-2
454,3.1268266152e-2
455,3.1200000153e-2
456,3.1131958826e-2
457,3.1064141322e-2
458,3.0996546792e-2
459,3.0929174391e-2
460,3.0862023274e-2
461,3.0795092600e-2
462,3.0728381527e-2
463,3.0661889217e-2
464,3.0595614835e-2
465,3.0529557546e-2
466,3.0463716518e-2
467,3.0398090922e-2
468,3.0332679929e-2
469,3.0267482715e-2
470,3.0203947997e-2
471,3.0141542670e-2
472,3.0079328967e-2
473,3.0017306239e-2
474,2.9955473836e-2
475,2.9893831110e-2
476,2.9832377414e-2
477,2.9771112102e-2
478,2.9710034526e-2
479,2.9649144044e-2
480,2.9588440009e-2
481,2.9527921779e-2
482,2.9467588712e-2
483,2.9407440167e-2
484,2.9347475503e-2
485,2.9287727920e-2
486,2.9228165920e-2
487,2.9168785593e-2
488,2.9109586305e-2
489,2.9050567424e-2
490,2.8991728317e-2
491,2.8933068356e-2
492,2.8874586909e-2
493,2.8816283350e-2
494,2.8758157053e-2
495,2.8700207391e-2
496,2.8642433740e-2
497,2.8584835479e-2
498,2.8527411984e-2
499,2.8470162637e-2
500,2.8413086819e-2
501,2.8356183911e-2
502,2.8299453299e-2
503,2.8242894367e-2
504,2.8186506503e-2
505,2.8130289094e-2
506,2.8074241531e-2
507,2.8019686302e-2
508,2.7965935629e-2
509,2.7912337791e-2
510,2.7858892303e-2
511,2.7805598679e-2
512,2.7752456437e-2
513,2.7699465091e-2
514,2.7646624159e-2
515,2.7593933158e-2
516,2.7541391607e-2
517,2.7488999023e-2
518,2.7436754927e-2
519,2.7384658838e-2
520,2.7332710276e-2
521,2.7280908764e-2
522,2.7229253822e-2
523,2.7177744974e-2
524,2.7126381743e-2
525,2.7075163653e-2
526,2.7024090229e-2
527,2.6973160997e-2
528,2.6922375483e-2
529,2.6871733215e-2
530,2.6821251610e-2
531,2.6770922601e-2
532,2.6720735222e-2
533,2.6670689004e-2
534,2.6620783482e-2
535,2.6571018188e-2
536,2.6521392658e-2
537,2.6471906427e-2
538,2.6422559033e-2
539,2.6373350013e-2
540,2.6324278904e-2
541,2.6275345248e-2
542,2.6226548585e-2
543,2.6177888456e-2
544,2.6129364403e-2
545,2.6081304187e-2
546,2.6034685597e-2
547,2.5988189836e-2
548,2.5941816538e-2
549,2.5895565336e-2
550,2.5849435863e-2
551,2.5803427753e-2
552,2.5757540640e-2
553,2.5711774160e-2
554,2.5666127947e-2
555,2.5620601637e-2
556,2.5575194865e-2
557,2.5529907269e-2
558,2.5484738485e-2
559,2.5439688150e-2
560,2.5394755903e-2
561,2.5349941382e-2
562,2.5305244225e-2
563,2.5260664073e-2
564,2.5216200564e-2
565,2.5171853340e-2
566,2.5127622041e-2
567,2.5083506310e-2
568,2.5039505788e-2
569,2.4995620119e-2
570,2.4951848945e-2
571,2.4908191910e-2
572,2.4864648660e-2
573,2.4821218839e-2
574,2.4777902094e-2
575,2.4734698071e-2
576,2.4691606416e-2
577,2.4648645216e-2
578,2.4605799179e-2
579,2.4563064315e-2
580,2.4520440273e-2
581,2.4477926707e-2
582,2.4435523267e-2
583,2.4393229607e-2
584,2.4351045381e-2
585,2.4309149053e-2
586,2.4268523837e-2
587,2.4227997807e-2
588,2.4187570682e-2
589,2.4147242180e-2
590,2.4107012021e-2
591,2.4066889696e-2
592,2.4026876484e-2
593,2.3986960641e-2
594,2.3947141889e-2
595,2.3907419950e-2
596,2.3867794544e-2
597,2.3828265394e-2
598,2.3788832223e-2
599,2.3749494753e-2
600,2.3710252707e-2
601,2.3671105809e-2
602,2.3632053783e-2
603,2.3593096353e-2
604,2.3554233244e-2
605,2.3515464180e-2
606,2.3476788888e-2
607,2.3438207093e-2
608,2.3399718521e-2
609,2.3361322899e-2
610,2.3323019955e-2
611,2.3284809416e-2
612,2.3246691010e-2
613,2.3208664466e-2
614,2.3170729513e-2
615,2.3132885880e-2
616,2.3095133297e-2
617,2.3057471494e-2
618,2.3019900203e-2
619,2.2982419155e-2
620,2.2945028081e-2
621,2.2907726715e-2
622,2.2870514789e-2
623,2.2833392036e-2
624,2.2796359305e-2
625,2.2759431685e-2
626,2.2722592341e-2
627,2.2685971312e-2
628,2.2650424532e-2
629,2.2614957938e-2
630,2.2579571312e-2
631,2.2544264439e-2
632,2.2509037102e-2
633,2.2473889086e-2
634,2.2438820175e-2
635,2.2403830153e-2
636,2.2368918806e-2
637,2.2334085919e-2
638,2.2299331276e-2
639,2.2264666741e-2
640,2.2230084899e-2
641,2.2195580565e-2
642,2.2161153527e-2
643,2.2126803572e-2
644,2.2092530487e-2
645,2.2058334062e-2
646,2.2024214083e-2
647,2.1990170339e-2
648,2.1956202620e-2
649,2.1922310714e-2
650,2.1888494412e-2
651,2.1854753502e-2
652,2.1821087775e-2
653,2.1787497022e-2
654,2.1753981034e-2
655,2.1720539601e-2
656,2.1687172515e-2
657,2.1653879569e-2
658,2.1620660554e-2
659,2.1587515264e-2
660,2.1554443490e-2
661,2.1521445027e-2
662,2.1488519669e-2
663,2.1455667209e-2
664,2.1422887442e-2
665,2.1390180163e-2
666,2.1357545167e-2
667,2.1324982250e-2
668,2.1292491208e-2
669,2.1260071837e-2
670,2.1227723935e-2
671,2.1195447299e-2
672,2.1163884916e-2
673,2.1132686248e-2
674,2.1101552386e-2
675,2.1070483164e-2
676,2.1039478414e-2
677,2.1008537970e-2
678,2.0977661666e-2
679,2.0946849336e-2
680,2.0916100815e-2
681,2.0885415936e-2
682,2.0854794535e-2
683,2.0824236446e-2
684,2.0793741504e-2
685,2.0763309545e-2
686,2.0732940601e-2
687,2.0702648165e-2
688,2.0672418150e-2
689,2.0642250392e-2
690,2.0612144729e-2
691,2.0582100996e-2
692,2.0552119032e-2
693,2.0522198674e-2
694,2.0492339760e-2
695,2.0462542128e-2
696,2.0432805617e-2
697,2.0403130065e-2
698,2.0373515312e-2
699,2.0343961196e-2
700,2.0314467558e-2
701,2.0285034236e-2
702,2.0255661071e-2
703,2.0226347903e-2
704,2.0197094574e-2
705,2.0167900923e-2
706,2.0138766793e-2
707,2.0109692024e-2
708,2.0080676459e-2
709,2.0051719939e-2
710,2.0022822307e-2
711,1.9993983406e-2
712,1.9965203079e-2
713,1.9936481169e-2
714,1.9907817519e-2
715,1.9879211974e-2
716,1.9850664379e-2
717,1.9822174576e-2
718,1.9793742413e-2
719,1.9765501352e-2
720,1.9737954222e-2
721,1.9710459617e-2
722,1.9683017406e-2
723,1.9655627463e-2
724,1.9628289659e-2
725,1.9601003867e-2
726,1.9573769960e-2
727,1.9546587810e-2
728,1.9519457290e-2
729,1.9492378273e-2
730,1.9465350632e-2
731,1.9438374241e-2
732,1.9411448974e-2
733,1.9384577318e-2
734,1.9357765813e-2
735,1.9331005001e-2
736,1.9304294757e-2
737,1.9277634955e-2
738,1.9251025471e-2
739,1.9224466180e-2
740,1.9197956958e-2
741,1.9171497679e-2
742,1.9145088221e-2
743,1.9118728459e-2
744,1.9092418270e-2
745,1.9066157530e-2
746,1.9039946116e-2
747,1.9013783904e-2
748,1.8987670773e-2
749,1.8961606600e-2
750,1.8935591262e-2
751,1.8909624638e-2
752,1.8883706604e-2
753,1.8857837041e-2
754,1.8832015826e-2
755,1.8806242838e-2
756,1.8780517957e-2
757,1.8754841061e-2
758,1.8729212031e-2
759,1.8703630745e-2
760,1.8678097085e-2
761,1.8652610929e-2
762,1.8627172160e-2
763,1.8601780657e-2
764,1.8576436301e-2
765,1.8551138974e-2
766,1.8525896297e-2
767,1.8500703064e-2
768,1.8475556462e-2
769,1.8450456374e-2
770,1.8425402682e-2
771,1.8400712797e-2
772,1.8376361637e-2
773,1.8352052918e-2
774,1.8327786544e-2
775,1.8303562417e-2
776,1.8279380440e-2
777,1.8255240516e-2
778,1.8231143214e-2
779,1.8207097422e-2
780,1.8183093351e-2
781,1.8159130907e-2
782,1.8135209993e-2
783,1.8111330512e-2
784,1.8087492371e-2
785,1.8063695472e-2
786,1.8039939721e-2
787,1.8016225022e-2
788,1.7992551281e-2
789,1.7968918402e-2
790,1.7945326291e-2
791,1.7921774854e-2
792,1.7898263996e-2
793,1.7874793623e-2
794,1.7851363641e-2
795,1.7827973956e-2
796,1.7804624475e-2
797,1.7781315103e-2
798,1.7758045749e-2
799,1.7734816318e-2
800,1.7711626718e-2
801,1.7688476856e-2
802,1.7665366639e-2
803,1.7642295975e-2
804,1.7619264772e-2
805,1.7596272938e-2
806,1.7573320381e-2
807,1.7550407010e-2
808,1.7527532732e-2
809,1.7504697456e-2
810,1.7481908892e-2
811,1.7459160477e-2
812,1.7436450758e-2
813,1.7413779644e-2
814,1.7391147045e-2
815,1.7368552871e-2
816,1.7345997033e-2
817,1.7323479439e-2
818,1.7301000003e-2
819,1.7278558632e-2
820,1.7256155240e-2
821,1.7233789737e-2
822,1.7211462034e-2
823,1.7189172042e-2
824,1.7166919674e-2
825,1.7144704842e-2
826,1.7122527456e-2
827,1.7100387431e-2
828,1.7078364277e-2
829,1.7056788423e-2
830,1.7035246848e-2
831,1.7013739481e-2
832,1.6992266248e-2
833,1.6970827077e-2
834,1.6949421896e-2
835,1.6928050632e-2
836,1.6906713213e-2
837,1.6885409567e-2
838,1.6864139623e-2
839,1.6842903308e-2
840,1.6821700551e-2
841,1.6800531281e-2
842,1.6779395426e-2
843,1.6758292915e-2
844,1.6737223677e-2
845,1.6716187641e-2
846,1.6695184736e-2
847,1.6674214891e-2
848,1.6653278037e-2
849,1.6632374102e-2
850,1.6611503016e-2
851,1.6590667996e-2
852,1.6569870558e-2
853,1.6549105730e-2
854,1.6528373444e-2
855,1.6507673630e-2
856,1.6487006218e-2
857,1.6466371140e-2
858,1.6445768326e-2
859,1.6425197708e-2
860,1.6404659216e-2
861,1.6384152782e-2
862,1.6363678338e-2
863,1.6343235815e-2
864,1.6322825145e-2
865,1.6302446259e-2
866,1.6282099090e-2
867,1.6261783571e-2
868,1.6241499632e-2
869,1.6221247208e-2
870,1.6201026230e-2
871,1.6180836631e-2
872,1.6160678344e-2
873,1.6140551303e-2
874,1.6120455440e-2
875,1.6100390688e-2
876,1.6080356982e-2
877,1.6060354255e-2
878,1.6040382441e-2
879,1.6020441473e-2
880,1.6000536035e-2
881,1.5980663915e-2
882,1.5960822420e-2
883,1.5941011485e-2
884,1.5921231043e-2
885,1.5901481032e-2
886,1.5881761384e-2
887,1.5862072036e-2
888,1.5842412923e-2
889,1.5822783981e-2
890,1.5803185144e-2
891,1.5783616349e-2
892,1.5764077531e-2
893,1.5744568627e-2
894,1.5725256497e-2
895,1.5706178133e-2
896,1.5687127389e-2
897,1.5668104211e-2
898,1.5649108548e-2
899,1.5630140345e-2
900,1.5611199551e-2
901,1.5592286112e-2
902,1.5573399976e-2
903,1.5554541090e-2
904,1.5535709402e-2
905,1.5516904859e-2
906,1.5498127410e-2
907,1.5479377003e-2
908,1.5460653585e-2
909,1.5441957104e-2
910,1.5423287508e-2
911,1.5404644747e-2
912,1.5386028768e-2
913,1.5367439520e-2
914,1.5348876952e-2
915,1.5330341011e-2
916,1.5311831648e-2
917,1.5293352735e-2
918,1.5274903046e-2
919,1.5256479761e-2
920,1.5238082828e-2
921,1.5219712197e-2
922,1.5201367818e-2
923,1.5183049639e-2
924,1.5164757611e-2
925,1.5146491684e-2
926,1.5128251806e-2
927,1.5110037930e-2
928,1.5091850003e-2
929,1.5073687977e-2
930,1.5055551802e-2
931,1.5037441429e-2
932,1.5019356807e-2
933,1.5001297888e-2
934,1.4983264623e-2
935,1.4965256961e-2
936,1.4947274854e-2
937,1.4929318254e-2
938,1.4911387111e-2
939,1.4893481376e-2
940,1.4875601001e-2
941,1.4857745938e-2
942,1.4839916137e-2
943,1.4822116011e-2
944,1.4804342662e-2
945,1.4786594414e-2
946,1.4768871217e-2
947,1.4751173025e-2
948,1.4733499789e-2
949,1.4715851461e-2
950,1.4698227995e-2
951,1.4680629343e-2
952,1.4663055457e-2
953,1.4645506291e-2
954,1.4627981796e-2
955,1.4610481927e-2
956,1.4593006636e-2
957,1.4575555876e-2
958,1.4558129601e-2
959,1.4540727764e-2
960,1.4523350318e-2
961,1.4505997218e-2
962,1.4488668417e-2
963,1.4471363869e-2
964,1.4454083527e-2
965,1.4436827346e-2
966,1.4419595280e-2
967,1.4402387764e-2
968,1.4385209337e-2
969,1.4368054871e-2
970,1.4350924322e-2
971,1.4333817644e-2
972,1.4316734792e-2
973,1.4299865502e-2
974,1.4283089402e-2
975,1.4266336153e-2
976,1.4249610022e-2
977,1.4232906020e-2
978,1.4216224111e-2
979,1.4199564255e-2
980,1.4182926417e-2
981,1.4166310558e-2
982,1.4149716642e-2
983,1.4133144632e-2
984,1.4116594489e-2
985,1.4100066177e-2
986,1.4083559660e-2
987,1.4067074900e-2
988,1.4050611860e-2
989,1.4034170504e-2
990,1.4017750795e-2
991,1.4001352697e-2
992,1.3984976172e-2
993,1.3968621185e-2
994,1.3952287698e-2
995,1.3935975676e-2
996,1.3919685083e-2
997,1.3903415882e-2
998,1.3887169412e-2
999,1.3870947967e-2
1000,1.3854747791e-2
1001,1.3838568850e-2
1002,1.3822411106e-2
1003,1.3806274524e-2
1004,1.3790159069e-2
1005,1.3774064705e-2
1006,1.3757991397e-2
1007,1.3741939108e-2
1008,1.3725907804e-2
1009,1.3709897450e-2
1010,1.3693908009e-2
1011,1.3677939448e-2
1012,1.3661991730e-2
1013,1.3646064822e-2
1014,1.3630158687e-2
1015,1.3614273292e-2
1016,1.3598408601e-2
1017,1.3582564579e-2
1018,1.3566741193e-2
1019,1.3550938407e-2
1020,1.3535159345e-2
1021,1.3519402290e-2
1022,1.3503665720e-2
1023,1.3487949600e-2
1024,1.3472253895e-2
1025,1.3456578571e-2
1026,1.3440923595e-2
1027,1.3425288933e-2
1028,1.3409674550e-2
1029,1.3394080413e-2
1030,1.3378506488e-2
1031,1.3362952741e-2
1032,1.3347419138e-2
1033,1.3331905647e-2
1034,1.3316412234e-2
1035,1.3300938864e-2
1036,1.3285485506e-2
1037,1.3270052125e-2
1038,1.3254638688e-2
1039,1.3239245163e-2
1040,1.3223873082e-2
1041,1.3208523513e-2
1042,1.3193193744e-2
1043,1.3177883743e-2
1044,1.3162593477e-2
1045,1.3147322913e-2
1046,1.3132072018e-2
1047,1.3116840761e-2
1048,1.3101629109e-2
1049,1.3086437028e-2
1050,1.3071264488e-2
1051,1.3056111455e-2
1052,1.3040977898e-2
1053,1.3025863784e-2
1054,1.3010769081e-2
1055,1.2995693757e-2
1056,1.2980637780e-2
1057,1.2965601120e-2
1058,1.2950583742e-2
1059,1.2935586991e-2
1060,1.2920611941e-2
1061,1.2905656070e-2
1062,1.2890719346e-2
1063,1.2875801736e-2
1064,1.2860903211e-2
1065,1.2846023738e-2
1066,1.2831163286e-2
1067,1.2816321825e-2
1068,1.2801499322e-2
1069,1.2786695748e-2
1070,1.2771911071e-2
1071,1.2757145260e-2
1072,1.2742398284e-2
1073,1.2727670113e-2
1074,1.2713080876e-2
1075,1.2698561348e-2
1076,1.2684059578e-2
1077,1.2669575541e-2
1078,1.2655109211e-2
1079,1.2640660562e-2
1080,1.2626229568e-2
1081,1.2611816203e-2
1082,1.2597420442e-2
1083,1.2583045610e-2
1084,1.2568688492e-2
1085,1.2554348890e-2
1086,1.2540026779e-2
1087,1.2525722134e-2
1088,1.2511434930e-2
1089,1.2497165141e-2
1090,1.2482912741e-2
1091,1.2468677705e-2
1092,1.2454460009e-2
1093,1.2440259626e-2
1094,1.2426076532e-2
1095,1.2411910701e-2
1096,1.2397762108e-2
1097,1.2383630729e-2
1098,1.2369516538e-2
1099,1.2355422229e-2
1100,1.2341345520e-2
1101,1.2327285915e-2
1102,1.2313243391e-2
1103,1.2299217922e-2
1104,1.2285209483e-2
1105,1.2271218050e-2
1106,1.2257243598e-2
1107,1.2243286103e-2
1108,1.2229345540e-2
1109,1.2215421884e-2
1110,1.2201515111e-2
1111,1.2187625197e-2
1112,1.2173752117e-2
1113,1.2159895922e-2
1114,1.2146059309e-2
1115,1.2132239450e-2
1116,1.2118436320e-2
1117,1.2104649896e-2
1118,1.2090880153e-2
1119,1.2077127068e-2
1120,1.2063390615e-2
1121,1.2049670772e-2
1122,1.2035967514e-2
1123,1.2022280818e-2
1124,1.2008610659e-2
1125,1.1994957014e-2
1126,1.1981319859e-2
1127,1.1967700379e-2
1128,1.1954098701e-2
1129,1.1940513435e-2
1130,1.1926944558e-2
1131,1.1913392046e-2
1132,1.1899855876e-2
1133,1.1886336024e-2
1134,1.1872832467e-2
1135,1.1859345182e-2
1136,1.1845874145e-2
1137,1.1832419334e-2
1138,1.1818980724e-2
1139,1.1805558705e-2
1140,1.1792154711e-2
1141,1.1778766842e-2
1142,1.1765395078e-2
1143,1.1752039394e-2
1144,1.1738699767e-2
1145,1.1725376175e-2
1146,1.1712068595e-2
1147,1.1698777004e-2
1148,1.1685501379e-2
1149,1.1672241697e-2
1150,1.1658998244e-2
1151,1.1645772384e-2
1152,1.1632562395e-2
1153,1.1619368254e-2
